"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jan 06 17:56:09 IST 2025","Mon Jan 06 17:56:33 IST 2025","24180","Surefire suite","Surefire test","com.all.tests.TestCases","com.all.tests.TestCases","testExample","Verify MakeMyTrip Booking Flow",""
